,SRM1950_1,SRM1950_2,SRM1950_3,SRM1950_4,AA_1,AA_2,AA_3,AA_4,T1D_1,T1D_2,T1D_3,T1D_4
PC 40:2,0.013193224,0.009627686,0.014446401,0.011790804,0.007094706,0,0.006370663,0.048544542,0.162858677,0.070604474,0.008512159,0.008816566
PC 40:4,0.457406361,0.409982354,0.461126822,0.472458987,0.326722985,0,0.34427169,2.591238312,7.077654662,3.350775389,0.377924168,0.383856951
PC 40:5,0.905660377,0.944210143,1.15077824,1.078057109,0.696720691,0,0.731961638,5.284223896,19.41385573,8.869291699,0.992966056,0.957419563
PC 40:6,1.617250674,1.526620138,1.664202378,1.609657948,0.987825147,0,1.177081974,8.090640091,43.39567751,21.36525929,2.215785366,2.167656719
PC 40:7,0.312720225,0.306862792,0.370497392,0.34663418,0.146187508,0,0.175714489,1.256306933,6.043927513,2.968008532,0.314184378,0.263463717
PE 36:2,0.293643339,0.398422482,0.459277067,0,0,0.285237251,0.155978239,0,0,0,0,0.582667956
PE 36:3,0.078793478,0.020497115,0.022420439,4.179234473,0,1.012129536,0.670294605,0.894390494,0,0,0,0.113428154
PE 36:4,0,0.201202773,0.217689038,0,0,0.117783619,0,0,0,0,0,0.352968232
PE 36:5,0,0,0,0,0,0.059677989,0.076967461,0,0,0,0,0
PE 38:3,0.049299635,0.024118791,0,2.045322089,0,0.581494047,0.353909622,0.823190115,0,0,0,0.051242235
PE 38:4,0.332819036,0.633016677,0.6434622,0,0,0.768027835,0,0.907432398,0,0,0,1.137406385
PE 38:5,0.634901247,0.17021585,0.071348187,12.97014223,0,4.797794179,3.725933521,5.254897386,0,0,0,0.466907864
PE 38:6,0.106457345,0.182239602,0.205660745,1.236227699,0,0.125575373,0.126155525,0.30438603,0,0,0,0.490484862
PE 40:4,0,0.009982368,0.014148664,0,0,0,0,0,0,0,0,0
PE 40:5,0.339322426,0.141388256,0.0376315,9.972288388,0,3.107418526,2.164477369,4.338315965,0,0,0,0.276104644
PE 40:6,0.287419178,0.099983458,0.01548576,7.22737972,0,2.311820397,1.609254503,2.99005931,0,0,0,0.157823192
PE 40:7,0.18311038,0.061156948,0.027156175,0,0,1.173173776,0.901897735,1.341678982,0,0,0,0.214648019
PI 32:0,0.040631663,0.03202828,0.040598508,0.037814795,0.027202836,0.024109385,0.025971857,0.024371617,0.017605395,0.043050209,0.049022223,0.046699629
PI 32:1,0.141851993,0.12619748,0.153479458,0.132373872,0.037246436,0.036336567,0.039316426,0.032612833,0.063919705,0.130619412,0.170739487,0.160084911
PI 34:1,0.958828688,0.859850368,1.052331054,0.89210589,0.488249384,0.498399659,0.519943948,0.488882453,0.413250473,0.860570945,1.048711401,1.068705531
PI 34:2,0.931433583,0.841569879,1.032843442,0.896402792,0.655303714,0.714812231,0.714640984,0.668699232,0.381889081,0.775237359,0.966400665,1.010412502
PI 34:3,0.015216027,0.014345473,0.015645239,0.011561688,0.0069033,0.00752492,0.008590367,0.006198535,0.005164,0.010116936,0.012973189,0.01172733
PI 36:1,0,0,0,0,0,0,0,0,0.39190241,0,0,0.93331866
PI 36:2,3.223490733,2.921772995,3.273918836,3.155805483,2.16966595,2.220198677,2.387665943,2.321418313,1.250909091,2.403103771,3.057924832,2.972944478
PI 36:3,0.664595942,0.604248458,0.707569351,0.609864682,0.381453113,0.383791896,0.406336784,0.395647545,0.18312,0.360532625,0.459440636,0.434642005
PI 36:4,0.865302369,0.826486806,0.993868218,0.802225364,0.63248175,0.635388946,0.63347025,0.632918914,0.444675325,0.860570945,1.009507236,0.966627734
PI 36:5,0.006001671,0.003703313,0.005378034,0.005701574,0,0,0.003430188,0,0.003866899,0.006930762,0.008879863,0.008317244
PI 38:4,8.510746072,7.773814793,9.207896726,8.208128685,6.134237369,6.254982812,6.544331351,7.023778486,4.52987013,8.686895388,10.97716606,10.49274521
PI 38:5,0.72232179,0.644270696,0.754571181,0.674613902,0.301773481,0.308232657,0.33134526,0.325807928,0.183247096,0.32658913,0.421396707,0.387196447
PI 38:6,0.074034279,0.064292006,0.081850504,0.068365512,0.054499153,0.054038008,0.056938936,0.055802017,0.035013265,0.068828388,0.082484758,0.085369716
PI 40:4,0.090008157,0.07441469,0.094823481,0.077748332,0.046739448,0.046176733,0.057035206,0.061981623,0.043477878,0.083551364,0.114332486,0.105743287
PI 40:5,0.229663698,0.199640879,0.237334738,0.19473324,0.105800968,0.103421691,0.121365051,0.129988399,0.113350109,0.217484808,0.267336781,0.258994124
PI 40:6,0.258422332,0.221137626,0.267720541,0.22181035,0.137456841,0.138293097,0.159107763,0.162782852,0.135289823,0.256144751,0.324720425,0.312664231
PI 40:7,0.010449846,0.008938741,0.012476311,0.007850702,0.003947728,0,0.003224593,0.004313564,0.002013009,0.004177306,0.004593377,0.005082601
PG 34:1,0.00550884,0.004354811,0.004979066,0.004496208,0.002541227,0.002937149,0.003293919,0.003194771,0.00280581,0.004649108,0.006568413,0.006150314
PG 34:2,0.001117219,0.001055511,0.00121095,0.000863489,0.00076372,0.000999589,0.001076858,0.00097312,0.00054653,0.000774851,0.001239648,0.001269112
PG 36:1,0.005608131,0.004279851,0.005138217,0.004254694,0.001444365,0.001784939,0.002024974,0.001860938,0.003316657,0.005483149,0.007693637,0.007875411
PG 36:2,0.005336503,0.004222042,0.005326892,0.003586132,0.001905921,0.00248528,0.002899775,0.002754113,0.001962345,0.005233645,0.007282932,0.007165604
PG 36:3,0.00053781,0.00049058,0.000549436,0,0,0,0,0,0,0,0.000553537,0.001073864
PG 36:4,0,0,0,0,0,0.000230042,0.000281532,0.000198296,0,0,0,0
PG 38:2,0,0,0,0,0,0,0,0,0,0,0,0
SM 16:0,13.47304178,12.36494912,14.33826777,15.29283849,10.73060472,10.81707855,12.03276335,11.81162015,7.818489794,10.90837351,13.53603601,12.78348697
SM 16:1,1.92614886,1.673974556,2.124964008,2.263890089,1.648378209,1.614022909,1.877520161,1.738666516,1.236022194,1.800224467,2.171801889,2.128782548
SM 18:0,2.662345179,2.62436011,2.36682983,3.395835134,2.131773578,2.036329978,2.52016129,2.412503779,2.041826718,2.28956229,3.54315647,3.465869106
SM 18:1,1.254774858,1.301380219,1.566369133,1.71087877,1.102141442,1.052875159,1.285282258,1.172975975,0.928723858,1.328843996,1.612665902,1.577527563
SM 18:2,0.129906705,0.130140978,0.126617529,0.163141801,0.069996991,0.070899368,0.080630208,0.067780344,0.045080982,0.063716925,0.078059059,0.076872147
SM 18:3,0.005879248,0.006149731,0.005922822,0.00514729,0.003898053,0.003914717,0.004043693,0.00323029,0.002358102,0.003306751,0.003514525,0.004148591
SM 20:0,1.560365783,1.387778906,1.600921394,1.94418042,1.082805627,1.237996066,1.260080645,1.306079632,1.18822023,1.508417508,2.048203408,1.97044335
SM 20:1,0.666743836,0.599390889,0.691045206,0.855505401,0.551070721,0.456496052,0.680443548,0.642756123,0.450704225,0.55667789,0.782790383,0.76823833
SM 20:2,0.043196096,0.04660116,0.053312077,0.055476162,0.026623511,0.025531052,0.031738334,0.02901405,0.016970976,0.025522568,0.0310318,0.029489977
SM 20:3,0.004908879,0.004639438,0.004992983,0.005281403,0.004593287,0.004335444,0.004826143,0.004117372,0.002400791,0.00374677,0.00460247,0.004503536
SM 22:0,3.032758421,2.527161587,3.144255687,3.629136784,2.097935902,2.279301169,2.791078629,2.828452706,2.011096884,2.671156005,3.390129778,3.260614591
SM 22:1,2.106725315,1.889971272,2.286207889,2.704570984,1.551699135,1.781788731,1.896421371,2.162934422,1.379428084,1.607182941,2.036432124,2.111189303
SM 24:0,1.801134391,1.511977018,1.980996257,2.091074052,1.232658191,1.22642601,1.568800403,1.60556286,1.259923175,1.512906846,2.213001383,2.011494253
SM 24:1,4.551452715,4.422532778,4.906420962,5.763414845,3.427273167,3.685063057,4.630796371,4.841645515,3.124199744,4.1661055,5.332391631,4.6973962
SM 24:5,0.009132162,0.008639369,0.008359707,0.010741363,0.008768067,0.009353905,0.01198321,0.010325648,0.007663223,0.011253423,0.013873796,0.013513023
dhSM 16:0,0.4518478,0.401115296,0.451376565,0.550240777,0.323044176,0.326344401,0.377777726,0.360272406,0.282298881,0.388528421,0.494477694,0.474569453
dhSM 18:0,0.105312885,0.084698216,0.101348782,0.110475624,0.051958049,0.05570844,0.066653466,0.064419039,0.107701172,0.146392125,0.186582491,0.174585471
dhSM 20:0,0.018399594,0.016310052,0.018418716,0.022266006,0.011384637,0.013326788,0.015549796,0.016626356,0.020672121,0.027419041,0.036599114,0.035088661
TG 36:0,0.005569287,0.001975203,0.003702969,0,0,0,0,0,0.00683082,0.00726001,0.012060425,0.008343992
TG 36:1,0.00970749,0.007350557,0.008895276,0.009337326,0,0,0,0,0.003580107,0.002994998,0.005118185,0.004068719
TG 38:0,0.018363715,0.010356508,0.014919701,0.014787065,0,0,0,0,0.010316202,0.011581859,0.020743323,0.017569909
TG 38:1,0.035727097,0.027510253,0.032813782,0.049476185,0.018107269,0.005203417,0.003249738,0.002223091,0.015072469,0.015909665,0.020178542,0.019767042
TG 38:2,0.009669853,0.005639599,0.008918358,0.006069673,0,0,0,0,0,0,0.003060548,0.004157486
TG 40:0,0.035413064,0.027928999,0.032066413,0.054870122,0.007748984,0,0,0,0.025567866,0.030835058,0.035373786,0.03190239
TG 40:1,0.035967348,0.027434988,0.033909394,0.051585403,0.007426527,0,0,0,0.014521462,0.015926441,0.022412663,0.017031401
TG 40:2,0.018652701,0.012877394,0.016744362,0.018549811,0,0,0,0,0.009405172,0.010016195,0.011964311,0.012216922
TG 40:3,0.003279096,0.002040387,0.003112069,0,0,0,0,0,0,0,0,0
TG 42:0,0.076857207,0.061645229,0.068828384,0.110433468,0,0,0,0,0.047012755,0.051570741,0.062659726,0.059105326
TG 42:1,0.075225401,0.062021387,0.070147294,0.118231677,0.016795079,0,0.000762765,0,0.055449981,0.064663652,0.066613559,0.067055449
TG 42:2,0.039032214,0.02705599,0.029071842,0.057852993,0.004831708,0.010818466,0.005779849,0.003340801,0.031139123,0.030897863,0.034418332,0.03567896
TG 42:3,0.005663684,0.003680489,0.004193743,0.008648794,0,0,0,0,0.003767902,0.004046508,0.003923575,0
TG 44:0,0.239027994,0.195786448,0.224049129,0.318514827,0.002299453,0,0,0,0.169946448,0.18586328,0.221360593,0.23348731
TG 44:1,0.21644393,0.177430952,0.195360593,0.30617436,0,0,0,0,0.134574648,0.150651027,0.156741719,0.168075174
TG 44:2,0.107227648,0.092777308,0.101095299,0.165206634,0.018441928,0.029436428,0.021682398,0.027816239,0.069510493,0.077310801,0.078009081,0.083892935
TG 44:3,0.028847023,0.024747513,0.029075197,0.038511064,0,0,0,0,0.015667425,0.018340466,0.020540537,0.030277663
TG 46:0,0.708515675,0.683826283,0.723778273,1.152246814,0.042258932,0,0.017233456,0,0.770798898,0.858687259,0.948284587,0.917925112
TG 46:1,0.935739275,0.816438388,0.944951337,1.255288316,0.06236245,0.020000806,0.061689178,0.06895415,0.788329168,0.856899931,0.97956555,0.969620608
TG 46:2,0.423272832,0.358326822,0.400796906,0.596914822,0.093633553,0.102728551,0.11344211,0.145632668,0.316804408,0.33976834,0.361805485,0.373495922
TG 46:3,0.119664251,0.104261546,0.113207547,0.16498994,0,0,0.039088144,0.036884026,0.072176309,0.078624079,0.079192389,0.085803117
TG 48:0,1.207977617,1.474688256,1.422477441,2.762575453,0.380330388,0.301472769,0.419347426,0.416850707,1.930853994,1.990593191,1.783473333,2.213720423
TG 48:1,3.633857686,3.751143442,4.014103162,6.120839128,0.415234614,0.479814026,0.657113856,0.803807255,4.001700039,4.528233384,4.788526247,4.786862076
TG 48:2,2.81225339,2.589200261,3.023555608,3.936955064,0.368805225,0.491746565,0.564874387,0.709474382,2.424242424,2.659178659,2.884323449,2.97787289
TG 48:3,0.79058756,0.714341858,0.799249971,1.052984574,0.111555988,0.160034608,0.206801471,0.225289421,0.545454545,0.592488592,0.63505718,0.686424937
TG 48:4,0.180787718,0.157432623,0.17766319,0.234071093,0.018982994,0.045209432,0.036982928,0.036348212,0.124517906,0.135907336,0.143963162,0.138967402
TG 48:5,0.032570486,0.02635436,0.028829251,0.034926995,0,0,0.016280165,0,0.010962821,0.012061909,0.010975427,0
TG 50:0,0.671784203,0.830393512,0.823157155,1.959758551,0.253553592,0.276761886,0.312117034,0.35335689,0.942699725,1.323130923,0.880983706,1.131255215
TG 50:1,7.826150568,9.534812349,9.198255335,17.66891776,1.890811345,2.803094757,3.41673634,4.346169353,11.27943702,11.77798705,10.53647313,13.07045828
TG 50:2,11.35525462,12.30805173,12.99436237,19.74543732,2.113805314,3.164097673,4.041144007,5.080739417,12.87615621,14.36025189,14.91257136,15.39087427
TG 50:3,6.284525432,5.802582727,6.86745576,8.786049631,0.868228967,1.3689829,1.66015625,2.009717314,5.371900826,5.756405756,6.375872887,6.595063124
TG 50:4,1.44917139,1.347771207,1.485995547,1.931589537,0.224740684,0.365721064,0.528492647,0.499668728,0.931129477,1.024921025,1.141078838,1.197878812
TG 50:5,0.256833345,0.233490381,0.262510254,0.32260228,0.031586613,0.087839021,0.057260921,0.057484691,0.153168044,0.165110565,0.193553284,0.203908584
TG 50:6,0,0,0,0,0,0,0,0,0.01939864,0.025075974,0.025200638,0.02373568
TG 50:7,0,0,0,0,0,0,0,0,0,0,0,0
TG 52:0,0.2726164,0.235802167,0.28594867,0.367538565,0,0,0,0,0.169421488,0.194875395,0.230239854,0.289038736
TG 52:1,2.320225199,2.90610208,2.852644913,6.472709271,0.817920712,1.220246917,1.351504141,2.083727701,3.270195461,4.344207658,3.079346605,3.826081968
TG 52:2,19.93673073,24.0307941,23.19208831,42.48762226,5.722329598,8.79471382,10.37654103,13.46909449,26.9005633,29.46972125,25.54120149,31.24210772
TG 52:3,24.1009259,26.57892739,28.119396,47.53279882,7.91664048,11.98824512,14.90005176,19.13483611,28.0912956,30.59920057,30.86008578,33.23487948
TG 52:4,14.14616833,13.47579796,15.56116728,19.64568759,3.153515552,5.11940347,6.207337998,7.458370683,12.20157581,13.25144828,15.12795269,14.93705086
TG 52:5,2.855298085,2.751025277,2.976678777,3.916834339,0.56281214,0.921715924,1.101026348,1.344412544,1.966942149,2.162162162,2.423843741,2.496702468
TG 52:6,0.441925533,0.402250755,0.445329896,0.591549296,0.065565659,0.059238846,0.140244442,0.178495721,0.308539945,0.328536329,0.35421516,0.37686075
TG 52:7,0.063275701,0.051321648,0.048048752,0.063529822,0.003103674,0.009720095,0.011480387,0.009699186,0.038016529,0.043524044,0.048325068,0.052154836
TG 52:8,0.007305313,0.005354043,0.006298633,0.006334852,0,0,0,0,0.004982312,0.004991304,0.006684549,0.006490378
TG 54:0,0.043702564,0.029494926,0.039982426,0.039292435,0,0,0,0,0.007071322,0.010834684,0.021147915,0.032835682
TG 54:1,0.492379789,0.439618681,0.513685912,0.725446642,0.024146108,0.018562216,0.045956553,0.030417068,0.29521789,0.345845122,0.395112069,0.471628086
TG 54:2,2.045120731,2.439736117,2.473565905,5.119697474,0.713540019,1.088437614,1.186176727,1.707345776,0,2.96341704,2.234963297,0
TG 54:3,7.711910168,8.980862554,8.777254873,14.72042784,1.742523845,2.664223371,3.23253277,4.025391767,0,8.549851292,0,0
TG 54:4,8.36270486,9.012236635,9.512216459,16.35403858,2.427720945,3.666777513,4.507260118,5.86316123,8.315116122,8.700279824,8.395878839,9.517036638
TG 54:5,1.535260779,1.595132304,1.65709598,2.541918176,0.341913177,0.551052684,0.695082721,0.844743816,1.829201102,1.999297999,2.322639409,2.123206547
TG 54:6,1.535260779,1.451801575,1.664127505,2.079141516,0.301575106,0.516457448,0.62231924,0.745362191,1.504132231,1.667953668,1.859629592,1.860749953
TG 54:7,0.429012124,0.298220387,0.417203797,0.51240778,0.026522205,0.098524915,0.12122752,0.131459405,0.415977961,0.452088452,0.506021658,0.524913187
TG 54:8,0.079058756,0.085304901,0.097269425,0.1240778,0,0,0,0.007607272,0.071349862,0.077781678,0.085264649,0.090850359
TG 54:9,0.009724161,0.007553548,0.008854183,0.007929509,0,0,0,0,0.007161054,0.006600189,0.008612407,0.009712355
TG 56:0,0.019862659,0.005060175,0.00927941,0.010511447,0,0,0,0,0,0,0.008539816,0.009004724
TG 56:1,0.067624715,0.047001024,0.071091164,0.083373876,0.005067607,0,0,0,0.02118456,0.02317478,0.02841576,0.03711757
TG 56:10,0.016070019,0.011344372,0.013947886,0.013631347,0,0,0,0,0.009908118,0.011488371,0.012255588,0.013268914
TG 56:2,0.169309133,0.1414813,0.168990976,0.22334004,0.025312764,0.026753607,0.029031147,0.033960782,0.090358127,0.100526501,0.119421111,0.148052437
TG 56:3,0.204893728,0.230486639,0.233916989,0.445343283,0.057614854,0.080752614,0.089830823,0.129930796,0.211847613,0.278274998,0.218856096,0
TG 56:4,0.451969295,0.473916119,0.471112153,0.67739772,0.065486299,0.104266186,0.118907566,0.177198929,0.50137741,0.505440505,0.468070033,0.595574578
TG 56:5,0.968505632,1.024121175,1.075823274,1.220657277,0.307337687,0.509044183,0.626148897,0.839222615,1.187327824,1.291681292,1.141078838,1.409862984
TG 56:6,2.123538274,2.133778429,2.30399625,3.065057009,0.430272762,0.696846891,0.880821078,1.129085689,2.258953168,2.476658477,2.859022366,2.819725968
TG 56:7,1.030203027,0.892349376,1.050041017,1.160295104,0.249711871,0.452209153,0.603170956,0.739840989,0.741046832,0.789048789,0.905778767,0.938787047
TG 56:8,0.396011192,0.388380039,0.417203797,0.506371563,0.063594269,0.102841816,0.129812586,0.159152309,0.493112948,0.744120744,0.819755086,0.847936687
TG 56:9,0.132290695,0.109347475,0.12352045,0.14084507,0.025155245,0.039734804,0.042465631,0.060256424,0.120385675,0.124675325,0.144975205,0.153772645
TG 58:0,0.008026823,0.000497427,0.002174015,0,0,0,0,0,0,0,0.003454648,0.002787351
TG 58:1,0.047624974,0.027723459,0.035842554,0.051202073,0.003858053,0,0,0,0.012113477,0.012665936,0.019182184,0.024456581
TG 58:2,0.081971009,0.057400939,0.084213512,0.105497617,0.009484135,0.00186885,0.006157444,0.006304002,0.023003847,0.02479136,0.03347256,0.038458958
TG 58:3,0.073263888,0.063253391,0.07350584,0.094978313,0.005046062,0.004280654,0.00674823,0.007273811,0.025836844,0.029094465,0.034817494,0.042266503
TG 58:4,0.036587991,0.034907968,0.03890777,0.063612695,0.004725745,0.007372469,0.009836569,0.006937228,0.023237846,0.029203229,0.02732517,0.030392855
TG 58:5,0.060979984,0.058719363,0.067268253,0.081153588,0.008629671,0.013948975,0.015732945,0.023663981,0.068044077,0.060933661,0.07337314,0.087485531
TG 58:6,0.105459502,0.12344937,0.121645377,0.218645205,0.0366922,0.062655671,0.072952328,0.09693544,0.200550964,0.206949807,0.196842425,0.231500175
TG 58:7,0.252528876,0.275102528,0.309387085,0.401073105,0.021449151,0.037158072,0.049579092,0.062565568,0.371900826,0.404352404,0.442768951,0.460981453
TG 58:8,0.337183442,0.295908601,0.358607758,0.384305835,0.050299083,0.085229953,0.108727649,0.133186693,0.391184573,0.415584416,0.508551766,0.494629734
TG 58:9,0.228136882,0.206904842,0.239071839,0.236753856,0.045713274,0.07216173,0.085345014,0.116988071,0.237465565,0.256651457,0.323853861,0.313938464
Cer 14:0,0.00332699,0.002493767,0.003336671,0.039834827,0.003088312,0.003359396,0.001037745,0.001773706,0.001483842,0.002522499,0.031778276,0.003237927
Cer 16:0,0.067859319,0.056038997,0.06103081,0.454724794,0.034801904,0.033152938,0.013411771,0.038331359,0.02902873,0.046413206,0.494077875,0.058658674
Cer 18:0,0.012721051,0.009819378,0.011787853,0.058780277,0.008514888,0.008443267,0.041358979,0.007068999,0.006462684,0.011883203,0.01204358,0.014362625
Cer 18:1,0.004439914,0.003475552,0.003519105,0.020144181,0.007151965,0.006537286,0.001029994,0.006211539,0.001702799,0.003182623,0.036382938,0.003545744
Cer 20:1,0.003287304,0.003703022,0.003697879,0.003632942,0.005810248,0.005163537,0.001408933,0.007399741,0.00335384,0.002574569,0.021291555,0.00355906
Cer 22:0,0.066048764,0.061210013,0.069918604,0.694582031,0.035042009,0.032813696,0.174983642,0.025833234,0.02503203,0.040955576,0.045421852,0.06136329
Cer 22:2,0.003701421,0.004073585,0.005072303,0.067421781,0.004986957,0.005575408,0.027107455,0.005194506,0.002182968,0.004967703,0.004718906,0.004722736
Cer 24:0,0.117566227,0.128613849,0.106992363,1.386164338,0.070042545,0.054891356,0.355564804,0.054130286,0.037198336,0.077610854,0.071769341,0.099139563
Cer 24:1,0.076774813,0.072620769,0.069795935,0.751917317,0.041512322,0.032968842,0.206022424,0.028845559,0.026495137,0.047535978,0.056735144,0.068160698
dhCer 16:0,0.012800417,0.011826959,0.011882061,0.00471837,0.011079459,0.00666102,0.012680728,0.010187989,0.007443025,0.011848374,0.088122956,0.015679295
dhCer 18:0,0.00150698,0.002013253,0.001971981,0.036593089,0.000783151,0.001583251,0.001101835,0.002594528,0.001506896,0.001456307,0.022854164,0.002164731
dhCer 20:0,0.009378352,0.006419864,0.0072074,0.093577087,0.005302444,0.004678398,0.030474939,0.005014577,0.005005936,0.010708645,0.01045213,0.012358175
dhCer 22:0,0.029701519,0.022781454,0.026504555,0.229078604,0.010861236,0.011461161,0.059746025,0.00466146,0.013646974,0.025254829,0.016740638,0.033161343
dhCer 24:0,0.028254829,0.031001256,0.024721387,0.316698988,0.020490525,0.016466097,0.074403308,0.005157455,0.011657188,0.023837803,0.028572584,0.030837769
S1P 18:0,0.040689938,0.033228006,0.032153454,0.022467846,0.063491135,0.075656302,0.054255669,0.029910884,0.027714613,0.034522992,0.015407572,0.046548191
S1P 18:1,0.124128755,0.09843447,0.111084944,0.071073963,0.226838237,0.233397606,0.241688672,0.11052272,0.055243286,0.105282944,0.052555645,0.129233879
S1P 18:2,0.063420941,0.061139868,0.063382949,0.03608153,0.160873195,0.220026794,0.188957701,0.11638322,0.035342804,0.067739826,0.033438035,0.100197193
CE 16:0,2.565456278,2.561628877,2.686961137,5.077676359,7.645843467,12.22787385,9.325431998,18.00223763,3.066641355,4.037175507,2.99822289,3.385928109
CE 16:1,1.221320941,1.189976535,1.158689561,2.601083103,1.209713301,1.764517549,1.513001904,2.557172758,1.540101574,1.705231967,1.489045533,1.596386337
CE 18:0,1.187205831,0.884682128,1.068791233,1.018954912,0.12843493,0.273731471,0.288017535,0.506252725,0.528039296,0.544815907,0.853725229,0.779165329
CE 18:1,11.73559787,12.08144116,12.3,25.68390793,28.67749831,44.72907586,34.30426771,66.0577976,15.27606439,19.1901616,14.6598191,16.0879409
CE 18:2,25.58633256,27.88723636,24.97175777,67.97101157,110.6384966,158.6321876,124.8941786,217.2170822,38.4758729,40.37175507,30.47917192,33.47669034
CE 18:3,3.145413149,2.607047829,2.946667417,4.674686171,1.3008038,2.232913012,2.893860668,4.46662519,3.142831202,3.620785208,4.207450907,3.424187183
CE 20:2,0.175551849,0.150558125,0.173818586,0.173071314,0.127818138,0.247752134,0.194513049,0.3827466,0,0,0.138863188,0
CE 20:3,1.118975611,1.071887261,1.128723451,2.085217581,2.987723783,4.184115738,2.989968404,5.671978215,1.228416099,1.476057309,1.228286817,1.202690416
CE 20:4,13.64604403,11.62725164,12.58576592,23.99134914,25.40259881,35.62722903,31.14028185,53.11403996,16.97128849,20.27639716,18.71818711,16.29836581
CE 20:5,1.569295064,1.144557583,1.34847492,1.1225112,0.344182651,0.52556845,0.56137157,0.830256644,2.323790343,2.661277128,3.346083005,2.525098929
CE 22:4,0,0,0,0,0.062723744,0.152209382,0.104262447,0.152399118,0,0,0,0
CE 22:5,0.314178032,0.192625578,0.171090122,0.287461128,0,0.118132542,0.139098511,0.209457302,0.216490725,0,0,0.235907356
CE 22:6,2.353942595,1.780422908,2.577085402,2.450555589,0.862242895,1.320361401,1.414193853,1.927982883,2.91426166,3.041459575,4.008673699,3.079855511
CH 27:0,39.38084661,26.88344064,37.29119185,27.73529087,15.79067149,14.20460765,19.72266634,16.677028,13.82863945,26.9009493,33.28482188,23.69306682
O-PC 32:0,0.117563612,0.104689098,0.117720456,0.1170188,0.093570116,0,0.088536217,0.686520029,1.925498329,1.032994937,0.098097539,0.102726078
O-PC 32:1,0.137153805,0.118680622,0.141802228,0.13977137,0.111680714,0,0.116767001,0.818661844,2.746678553,1.314614232,0.125674085,0.126194726
O-PC 32:2,0.017207272,0.012571767,0.014966635,0.015501128,0.008796766,0,0.010492979,0.066810012,0.287117599,0.136505656,0.010874969,0.012344052
O-PC 34:1,0.228911258,0.220088308,0.294194333,0.250313263,0.198678349,0,0.219754471,1.381556397,5.476644894,2.381989109,0.238751752,0.254858995
O-PC 34:2,0.525652291,0.485420233,0.569510513,0.536741868,0.518692484,0,0.489748307,3.301766643,9.499274312,4.820105078,0.461937693,0.443650728
